,comments,label
11033,저두 최근까지 썼는데 ㅠㅠㅠㅠ짜 너ㅜ너무 예쁜데 발열이 심하더라구요ㅠㅠㅠㅠ최신 업데이트를 버거워해요...!,
11034,헉 예전거라 애가 못버티는것도 있나보네요ㅠㅠㅠ 넘 고민되네요😭😭😭,
11035,맞아요 인터넷 서핑이나 유투브만 보신다면 구매셔도 괜찮을 것 같아요;-),
11036,8-8 따끈따끈한 정보 감사합니다!!!,
11037,엑스원 조승연에게,
11038,넹넹 좋은 구매 되세요 ㅎㅅㅎ,
11039,아이폰 6때 케이스 같아요 사이즈가 비슷한가...?,
11040,몇 년째 7로 중입니다...어서 나와주세요..,
11041,언제 나오나요ㅠ,
11042,"7+ 쓰는 중인데 고민이에요... 조금 비싸더라도 11이나 xs, x 시리즈 살까 아니면 se2020 살까... 새 se 시리즈 나오면 무조건 그거다 했었는데 생각보다 기대에 못 미쳐서... ㅠㅠ",
11043,저는... 맨 첨에 나온 것 처럼 5/5s 모델을 기준으로 놓고 만든 se2를 기다렸는데 ㅠㅠ 그냥 xs 2년 딱 맞춰서 쓰고 12 나오면 그거 사려고요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 넘 8이랑 똑같아서 아주 아주 아주 조금 실망쓰 ㅠㅠ...,
11044,아이폰6 중..,
11045,자식 이기는 부모 없다.. 이런건가요ㅋㅋㅋㅋㅋㅋ,
11046,재벌도 사람인데 이런 사생활에 얼굴까지 그대로 노출시키는건 좀 아니라고 생각해요...,
11047,딸 발레해요 ㅎㅎ공연하면 브로셔에 얼굴 사진도 나오고 그래서~예술의 전당에서 공연도 하고 (아직 학생이라 아이역할이나 앙상블로 나오는데 꽤나 엘리트코스 밟고있는 것 같아요) 다른 자녀들은 모르겠지만 이 딸은 공연예술쪽이라 얼굴노출을 신경썼더라면 아예 시작하지 않았을거예요,
11048,발레 그만 뒀어요,
11049,헉 그만뒀군요,
11050,와 근데 미모...,
11051,용돈얼마받을까,
11052,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ이와중에 아이폰 웃기닼ㅋㅋㅋㅋㅋ,
11053,저거 친구폰이라고 들은거같던데,
11054,아이폰 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11055,아이폰ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11056,ㅋㅌㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11057,이재용은 갤럭시..쓰나요...?,
11058,그렇겠죠? 한 기자가 타사 휴대폰 쓰니까 트렁크에서 새 갤럭시 폰 선물해줬다는 일화도 유명하죵ㅎㅎㅎ,
11059,헉 처음 들어봤어요 간지나네요... 타사 쓴다고 트렁크에서 새 갤럭시를.....와...,
11060,여기에 추가하자면 기자님께 “통신사 뭐 쓰세요?” 물어보고 트렁크에서 그 통신사에 맞는 폰으로 바로 드렸다는 것도 있어요ㅋㅋㅋㅋ,
11061,자급제로 판매하는 폰도 있는데 통신사 폰으로 줬대요?? 헐...🙊,
11062,도다미에게,
11063,이썰 나올때는 아마 자급제폰이 없던 시절일..껄요...?,
11064,아이폰은 친구폰아닌가요?,
11065,아이폰 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11066,아이폰 씀이 너무 웃ㄱ겨요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11067,아이폰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11068,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 라면이랑 삼각김밥 먹는 거 목격됐다는 거... 진짜인지는 모르겠지만 넘 귀엽... ㅠㅠ,
11069,아 너무 귀엽고다ㅠㅠㅠ,
11070,아구구 애기ㅠㅠ,
11071,아이폰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11072,이재용 딸 너무 예뻐요... 반짝반짝 고급지게 생김,
11073,아이폰 ㅋㅋㅋ. ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11074,아이폰 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11075,아이폰...?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11076,근데 딸래미 진짜 이뿌다...,
11077,아이폰 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 뭔가... 이재용은 당연히 삼성으로 해주려고 했을텐데 따님이 아 나 아이폰 쓰고 싶다고~ 친구들 다 아이폰 쓴다고~ 해서 아이폰 했을거라 생각하면... 넘 귀여워요.........,
11078,근데 새삼 ㅠㅠ 저 집안 유전자 엄청나네........,
11079,핸드폰이 두개이지 않을까여?!?! 갬성으로 아이폰도 쓰고 갤럭시는 당연히 쓰고...? ㅜㅠㅠㅠ부럽다,
11080,삼성글이면 이젠 댓글에 그분부터 찾게되네요,
11081,(본인이 직접 삭제한 댓글입니다),
11082,혹시.. 빨머앤시즌4하나요...?ㅠㅠㅠㅠㅠㅠㅠㅠㅠ흑흑,
11083,(본인이 직접 삭제한 댓글입니다),
11084,지나가는 빨머앤처도린데요..기도하면서 지나갈게요..엉엉..,
11085,으악 제발해주세요 시즌4,
11086,저두욬ㅋㅋㅋㅋㅋㅋㅋ 그분 안계시나 댓글 보고 있어요,
11087,저두욬ㅋㅋㅋㅋㅋㅋㅋㅋ,
11088,저도욬ㅋㅋㅋㅋㅋㅋㅋㅋ 줄게 내 갤럭시... 그러나 엘지 폰을 쓰신다는..,
11089,ㅋㅋㅋㅋ저두욭ㅋㅋㅌ,
11090,딸 경호원 있지 않나요? 그 이재용 구속돼서 조사받고 잇을 때 에버랜드에 경호원이랑 갔다고,
11091,ㅋㅋㅋㅋㅋ흥미진진,
11092,아이폰 ㅋㅋㅋㅋㅋㅋㅋㅋ아부지 울겠다 ㅋㅋㅋㅋㅋㅋㅋ기껏 스맛폰 만들어놨는데,
11093,아이폰 씀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11094,이재용 딸분 배우 서예지님 느낌이 있는 것 같아요!,
11095,저도 그 생각했어요!,
11096,이댓글 쓰려고 내려왔는데!,
11097,저도..!,
11098,"아 근데 그건 좀 부럽다 삼성 노트북... 삼성 티비... 맘껏... 와... 전 휴대폰이랑 패드 애플이지만 다른 건 삼성이 좋더라구요 ,,,",
11099,아이폰ㅋㅋㅋㅋㅋㅋㅋㅋ 앙근데 넘 귀여워요,
11100,삼성가 다들 인물이 좋은듯..뭔가 되게 기품있고 아우라가 느껴진다해야하나?,
11101,2 미모도 미몬데 얼굴에서 부티나요,
11102,33..진짜 이때까지 살면서 찐으로 귀티난다 느낀게 이부진..,
11103,44 진짜 삼성가 얼굴 보면 찐으로 귀티가 잘 느껴져요..아우라도 있고,
11104,55,
11105,666,
11106,777,
11107,888,
11108,99 귀티가 흘러넘침,
11109,10,
11110,귀엽고 부럽다ㅠ...,
11111,아이폰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11112,아이폰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11113,다가졌는데?,
11114,아이폰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11115,아이폰 ㅋㅋㅋㅋㅋㅋ,
11116,아이폰 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11117,아이폰 친구꺼라는 말이 있던데요..! 아무튼 귀엽네용ㅋㅌㅌㅌㅋㅌ 현실은 너무나 다른 세상이겠지만..ㅠㅠ,
11118,눈동자 엄청 크네 근데 일반인 사진을 이렇게 올려도 괜찮나요?,
11119,전담 경호원 있어요,
11120,오 개인적으로 삼김이랑 라면 먹는것도 의외다 건강에 안 좋다고 못 먹게 할것 같은데,
11121,저 집안은 유전자가 진짜 쎄다 이재용도 이건희랑 똑같이 생걌는데 딸도 아빠랑 똑같이 생겼넼ㅋㅋㅋㅋ,
11122,와근데 너무 예쁘다,
11123,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아이폰ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11124,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아이뽄,
11125,서예지닮았어용..,
11126,먼 친척이라 뿌듯 경주 이씨 모여라,
11127,예에에에,
11128,헐 경주 이씨예요??? 그럼 저도 숟가락 좀,
11129,저는 항렬도 같아여ㅋㅋㅋㅋㅋ,
11130,경주 이씨였다니..갑자기 내적 친밀감이 상승하네옄ㅋㅋㅋㅋㅋ,
11131,"저는 재드래곤이랑 항렬 같아여,,, ㅎㅎ 옵,,옵,,,,•••",
11132,와아아,
11133,첨 알았어욬ㅋㅋㅋㅋㅋ 경주 이씨라니!!!!!,
11134,동질감 느껴지네욬ㅋㅋㅋㅋㅋㅋㅋㅋ,
11135,따님이 넘 예쁘시네요! 아이폰씀이 킬퐄ㅋㅋ,
11136,아이폰 진짴ㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㄱ,
11137,와 근데 진짜 예쁘다 다 가졌네ㅋㅋㅋ,
11138,아이가 참 곱네요~ 아이폰 빵터짐ㅋㅋㅋ,
11139,아이폰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11140,딸이 이재용 막내동생 많이 닮았다,
11141,아이폰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ귀엽네요,
11142,SNS보면 진짜 아이폰 쓰는거 같던데ㅋㅋㅋㅋㅋ 미국 살아서 아이폰이 더 편한걸까요?ㅋㅋㅋ,
11143,문가영 닮았다 너무 예뻐요 ㅠㅠ,
11144,아이폰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11145,아이폰 쓴데ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11146,와 진짜 유전자가 남다르네요..ㅋㅋ 아이폰도 너무 ㅋㅋㅋㅋㅋㅋ,
11147,아이폰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11148,귀엽다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11149,삼김먹는다는거 왤케 웃기죠ㅠㅋㅋㅋㅋ,
11150,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11151,삼성 가족분들..? 특유의 그 분위기가 너무 좋아요 눈매나 눈썹이나 다을이 같고 암튼 귀여우면서 잘생예쁘시면서 암튼 뭔가 부드러운 이미지인데 암튼 좋아여... 말로 설먕할 수 없는 암튼 그 좋은 느낌 얼굴만 보고 있어도 뭔가 기분 좋아지는 특유의 분위기,
11152,오!! 눈매랑 눈썹 다을이 같다는 말 공감해요!!,
11153,근데 삼성가에 무슨 희귀 유전병이 있다는 얘길 들었던 거 같아요 범삼성가 걸쳐서라나.. 어쨌든 기품있는 분위기는 확실합니다,
11154,아이폰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11155,ㅋㅋㅋㅋㅋㅋㅋㅋ다 삼성쓸줄,
11156,아이폰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11157,랍스타 도시락 없음ㅋㅋㅋㅋㅋㅋㅋㅋㄱㅋㄱㄱ,
11158,아이폰 진짠가 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11159,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11160,ㅋㅋㅋㅋㅋ귀여워요,
11161,일단 딸 미모부터 예쁘네.. 재벌딸이라 그런지... 살면서 부족한거 없이 자랄거같아서 그게 부럽다....,
11162,아이폰 ㅋㅋㅋㅋㅋㅋㅋㅋ,
11163,진짜 막내고모 판박이네.....살아있었으면 엄청 예뻐했을 삘...,
11164,딸래미 진짜 이뿌다.. 아역배우같이 생겼네욭,
11165,아이폰이 뭐?? ... 아이폰?????!!!,
11166,가족모임나가서도 아이폰쓰나ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11167,악 아이폰ㅋㅋㅋㅋㅋㅋ,
11168,아이폰 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 킬포다,
11169,일반인인데 사진을 왜....,
11170,아빠 많이 닮았네 ㅋㅋㅋ,
11171,아이폰..?,
11172,아빠 닮았다ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 근데 왜 아이폰 써ㅋㅋㅋㅋㅋㅋㅋ,
11173,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아이폰,
11174,헉 경호원이 없다니.... 위험할 것 같은데...,
11175,아이폰씀 왜캐 웃기냨ㅋㅋㅋㅋㅋ,
11176,아이폰....?,
11177,태어났는데 아빠가 이재용...와...,
11178,아이폰씀ㅋㅋㅋㅋㅋㅋㅋㅋ,
11179,ㅋㅋㅋㅋㅋㅋㅋ,
11180,근데 둘이 진짜 닮았다.. 역시 아빠랑 딸은 닮나봐요ㅋㅋㅋㅋ,
11181,아이폰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11182,다른 건 모르겠고 예뻐서 좋겠다...,
11183,"저 도시락통은 어케 닫고 열었을지 생각이드네요,,,",
11184,ㅋㄲㅋㄱㅋㄲㅋㄱㅋㄱㅋㅋㅋㅌㅌㅋ,
11185,옛날에 자주 봤던 다 가진 삼성의 손녀딸 이런식의 글에서 자주 봤던 그 예쁜 아기가 벌써 저렇게 큰 건가요..!?,
11186,아이폰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11187,아이폰 친구 폰이라하던데 근데 그 친구도 현대인가 어디 딸래미임,
11188,와...,
11189,딸 너무 예쁘게 생겼네요~~~~,
11190,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11191,아이폰 쓴다는게 왜 웃기죸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11192,근데 아빠를 되게 닮았네요ㅋㅋㅋㅋㅋㅋㅋ,
11193,아이폰....?...ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11194,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아이폰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11195,아이폰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11196,따님 넘 예쁘세요오오,
11197,귀엽게 생겼어요 ㅎㅎ,
11198,아이폰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11199,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ아이폰ㅋㅋㅋㅋ,
11200,아이폰ㅋㅋㅋㅌㅋㅋㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11201,아이폰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11202,아버지랑 닮았는데 이쁘다,
11203,아이폰ㅋㅋㅋㅋㅋㅋㅋㅋ,
11204,아이폰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11205,아이폰 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11206,볼때마다 아이폰 넘 웃겨요 ㅋㅋ,
11207,아이폰ㅋㅋㅋㅋㅋㅋㅋㅋ딸램쓰 짱꾸욥,
11208,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11209,아이폰이랑 컵라면 삼김 ㅋㅋㅋㅋㅋㅋㅋㅋ,
11210,아이폰ㅋㅋㅋㅌㅋㅋㅋㅋ,
11211,이재용님이 혼자 낳은거라고 해도 믿겠다 ㅋㅋ 누가봐도  아빠랑 딸사이 ㅋㅋ,
11212,아 부럽다ㅋㅋ큐ㅠ,
11213,아이폰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11214,ㄱㅇㅇ ㅠㅠ,
11215,오와 갖고싶다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
11216,돈이없어서..ㅠ,
11217,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케,
11218,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케,
11219,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케,
11220,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케,
11221,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케,
11222,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케,
11223,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케ㅔ,
11224,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케,
11225,ㅋ𐌅 ࠅ ヲ ㅋ꙼̈ 𐨛 𐌅 ࠅ ヲ ㅋ꙼̈ 𐨛 𐌅 ࠅ ヲㅋㅋ꙼̈ 𐨛 𐌅 ࠅ ヲ‎𐨛 𐌅 ࠅ ヲ ㅋ꙼̈ 𐨛 𐌅 ࠅ ヲ ㅋ꙼̈ 𐨛 𐌅 ࠅ ヲㅋㅋ꙼̈ 𐨛 𐌅 ࠅ ヲ ‎𐨛 𐌅 ࠅ ヲ ㅋ꙼̈ 𐨛 𐌅 ࠅ ヲ ㅋ꙼̈ 𐨛 𐌅 ࠅ ヲㅋㅋ꙼̈ 𐨛 𐌅 ࠅ ヲ‎𐨛 𐌅 ࠅ ヲ ㅋ꙼̈ 𐨛 𐌅 ࠅ ヲ ㅋ꙼̈ 𐨛 𐌅 ࠅ ヲㅋㅋ꙼̈ 𐨛 𐌅 ࠅ ㅋ𐌅 ࠅ ヲ ㅋ꙼̈ 𐨛 𐌅 ࠅ ヲ ㅋ꙼̈ 𐨛 𐌅 ࠅ ヲㅋㅋ꙼̈ 𐨛 𐌅 ࠅ ヲ‎𐨛 𐌅 ࠅ ヲ ㅋ꙼̈ 𐨛 𐌅 ࠅ ヲ ㅋ꙼̈ 𐨛 𐌅 ࠅ ヲㅋㅋ꙼̈ 𐨛 𐌅 ࠅ ヲ ‎𐨛 𐌅 ࠅ ヲ ㅋ꙼̈ 𐨛 𐌅 ࠅ ヲ ㅋ꙼̈ 𐨛 𐌅 ࠅ ヲㅋㅋ꙼̈ 𐨛 𐌅 ࠅ ヲ‎𐨛 𐌅 ࠅ ヲ ㅋ꙼̈ 𐨛 𐌅 ࠅ ヲ ㅋ꙼̈ 𐨛 𐌅 ࠅ ヲㅋㅋ꙼̈ 𐨛 𐌅 ࠅ ㅔㅣ,
11226,아닠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이댓글 보고 터졌어욬ㅋㅋㅋㅋ,
11227,ㅋㅋㅋㅋㅋㅋㅋㅋ케,
11228,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케,
11229,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케,
11230,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅇㄱㄹㅇㅋㅋㅋㅋㅋㅋ케,
11231,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케,
11232,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케,
11233,ヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲｦヲヲｦヲｦヲｦヲ,
11234,ㅇㅈㅇㅈ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케,
11235,나쟈나 ㅎ,
11236,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케,
11237,... 쓰려다가 ㅋㅋㅋ 써져서 사이코패스 된적 한두번이 아님 ㅋㅋㅋㅋㅋ케,
11238,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케,
11239,........0 이것도요....0,
11240,ㅋㅋㅋㅋㅋ케케케케케켘,
11241,ㅋ케,
11242,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케ㅔㅔ,
11243,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케,
11244,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케,
11245,저거 진짜 웃다가 기침하는거 같아욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케,
11246,ㅋㅋㅋㅋㅋㅋㅋㅋ치면서 ㅌ쳐지는 것도 있어요ㅋㅋㅋㅌㅋㅋㅌㅋㅋ케,
11247,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케,
11248,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케........0,
11249,왜죠....? 아이폰인데 모르겟어여,
11250,전송 버튼 바로 밑에 ㅔ 가 있어서 가끔 눌려요 ㅠㅠ,
